[2023-11-20 13:48:43,606][numexpr.utils][INFO] - Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[2023-11-20 13:48:43,607][numexpr.utils][INFO] - NumExpr defaulting to 8 threads.
[2023-11-20 17:17:31,700][PML][INFO] - running k-nn with k=51
[2023-11-20 17:17:31,700][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:17:32,213][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:17:32,213][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:17:33,217][PML][INFO] - TRAINING EPOCH 545
[2023-11-20 17:17:50,545][PML][INFO] - Evaluating epoch 545
[2023-11-20 17:17:50,549][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:17:54,203][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:17:54,204][PML][INFO] - running k-nn with k=51
[2023-11-20 17:17:54,204][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:17:54,733][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:17:54,733][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:17:55,573][PML][INFO] - TRAINING EPOCH 546
[2023-11-20 17:18:13,000][PML][INFO] - Evaluating epoch 546
[2023-11-20 17:18:13,001][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:18:16,359][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:18:16,360][PML][INFO] - running k-nn with k=51
[2023-11-20 17:18:16,360][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:18:16,945][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:18:16,945][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:18:17,771][PML][INFO] - TRAINING EPOCH 547
[2023-11-20 17:18:35,867][PML][INFO] - Evaluating epoch 547
[2023-11-20 17:18:35,868][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:18:39,377][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:18:39,379][PML][INFO] - running k-nn with k=51
[2023-11-20 17:18:39,379][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:18:39,913][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:18:39,913][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:18:40,700][PML][INFO] - TRAINING EPOCH 548
[2023-11-20 17:18:57,998][PML][INFO] - Evaluating epoch 548
[2023-11-20 17:18:57,999][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:19:01,454][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:19:01,456][PML][INFO] - running k-nn with k=51
[2023-11-20 17:19:01,456][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:19:02,030][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:19:02,030][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:19:02,847][PML][INFO] - TRAINING EPOCH 549
[2023-11-20 17:19:20,073][PML][INFO] - Evaluating epoch 549
[2023-11-20 17:19:20,075][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:19:23,407][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:19:23,408][PML][INFO] - running k-nn with k=51
[2023-11-20 17:19:23,409][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:19:23,963][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:19:23,963][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:19:24,752][PML][INFO] - TRAINING EPOCH 550
[2023-11-20 17:19:42,214][PML][INFO] - Evaluating epoch 550
[2023-11-20 17:19:42,216][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:19:45,798][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:19:45,800][PML][INFO] - running k-nn with k=51
[2023-11-20 17:19:45,800][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:19:46,302][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:19:46,302][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:19:47,095][PML][INFO] - TRAINING EPOCH 551
[2023-11-20 17:20:04,706][PML][INFO] - Evaluating epoch 551
[2023-11-20 17:20:04,707][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:20:08,202][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:20:08,204][PML][INFO] - running k-nn with k=51
[2023-11-20 17:20:08,204][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:20:08,766][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:20:08,767][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:20:09,672][PML][INFO] - TRAINING EPOCH 552
[2023-11-20 17:20:27,582][PML][INFO] - Evaluating epoch 552
[2023-11-20 17:20:27,583][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:20:31,138][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:20:31,140][PML][INFO] - running k-nn with k=51
[2023-11-20 17:20:31,140][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:20:31,706][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:20:31,707][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:20:32,569][PML][INFO] - TRAINING EPOCH 553
[2023-11-20 17:20:50,343][PML][INFO] - Evaluating epoch 553
[2023-11-20 17:20:50,344][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:20:54,012][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:20:54,014][PML][INFO] - running k-nn with k=51
[2023-11-20 17:20:54,014][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:20:54,566][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:20:54,566][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:20:55,446][PML][INFO] - TRAINING EPOCH 554
[2023-11-20 17:21:13,067][PML][INFO] - Evaluating epoch 554
[2023-11-20 17:21:13,068][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:21:16,618][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:21:16,619][PML][INFO] - running k-nn with k=51
[2023-11-20 17:21:16,620][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:21:17,150][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:21:17,150][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:21:18,012][PML][INFO] - TRAINING EPOCH 555
[2023-11-20 17:21:35,417][PML][INFO] - Evaluating epoch 555
[2023-11-20 17:21:35,418][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:21:38,664][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:21:38,666][PML][INFO] - running k-nn with k=51
[2023-11-20 17:21:38,666][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:21:39,176][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:21:39,176][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:21:40,007][PML][INFO] - TRAINING EPOCH 556
[2023-11-20 17:21:57,002][PML][INFO] - Evaluating epoch 556
[2023-11-20 17:21:57,003][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:22:00,592][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:22:00,594][PML][INFO] - running k-nn with k=51
[2023-11-20 17:22:00,594][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:22:01,115][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:22:01,115][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:22:01,922][PML][INFO] - TRAINING EPOCH 557
[2023-11-20 17:22:19,984][PML][INFO] - Evaluating epoch 557
[2023-11-20 17:22:19,985][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:22:23,598][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:22:23,600][PML][INFO] - running k-nn with k=51
[2023-11-20 17:22:23,600][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:22:24,192][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:22:24,192][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:22:25,043][PML][INFO] - TRAINING EPOCH 558
[2023-11-20 17:22:42,849][PML][INFO] - Evaluating epoch 558
[2023-11-20 17:22:42,850][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:22:46,431][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:22:46,433][PML][INFO] - running k-nn with k=51
[2023-11-20 17:22:46,433][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:22:46,931][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:22:46,931][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:22:47,744][PML][INFO] - TRAINING EPOCH 559
[2023-11-20 17:23:05,129][PML][INFO] - Evaluating epoch 559
[2023-11-20 17:23:05,130][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:23:08,973][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:23:08,975][PML][INFO] - running k-nn with k=51
[2023-11-20 17:23:08,975][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:23:09,530][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:23:09,530][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:23:10,458][PML][INFO] - TRAINING EPOCH 560
[2023-11-20 17:23:28,338][PML][INFO] - Evaluating epoch 560
[2023-11-20 17:23:28,338][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:23:31,714][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:23:31,716][PML][INFO] - running k-nn with k=51
[2023-11-20 17:23:31,717][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:23:32,270][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:23:32,270][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:23:33,140][PML][INFO] - TRAINING EPOCH 561
[2023-11-20 17:23:50,935][PML][INFO] - Evaluating epoch 561
[2023-11-20 17:23:50,936][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:23:54,378][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:23:54,380][PML][INFO] - running k-nn with k=51
[2023-11-20 17:23:54,380][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:23:54,996][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:23:54,996][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:23:55,924][PML][INFO] - TRAINING EPOCH 562
[2023-11-20 17:24:13,018][PML][INFO] - Evaluating epoch 562
[2023-11-20 17:24:13,019][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:24:16,480][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:24:16,481][PML][INFO] - running k-nn with k=51
[2023-11-20 17:24:16,482][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:24:17,002][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:24:17,002][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:24:17,838][PML][INFO] - TRAINING EPOCH 563
[2023-11-20 17:24:35,635][PML][INFO] - Evaluating epoch 563
[2023-11-20 17:24:35,636][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:24:39,249][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:24:39,251][PML][INFO] - running k-nn with k=51
[2023-11-20 17:24:39,251][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:24:39,777][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:24:39,777][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:24:40,595][PML][INFO] - TRAINING EPOCH 564
[2023-11-20 17:24:58,682][PML][INFO] - Evaluating epoch 564
[2023-11-20 17:24:58,685][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:25:02,471][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:25:02,473][PML][INFO] - running k-nn with k=51
[2023-11-20 17:25:02,473][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:25:02,981][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:25:02,981][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:25:03,836][PML][INFO] - TRAINING EPOCH 565
[2023-11-20 17:25:21,682][PML][INFO] - Evaluating epoch 565
[2023-11-20 17:25:21,683][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:25:25,681][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:25:25,683][PML][INFO] - running k-nn with k=51
[2023-11-20 17:25:25,683][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:25:26,231][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:25:26,231][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:25:27,136][PML][INFO] - TRAINING EPOCH 566
[2023-11-20 17:25:45,402][PML][INFO] - Evaluating epoch 566
[2023-11-20 17:25:45,403][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:25:49,239][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:25:49,241][PML][INFO] - running k-nn with k=51
[2023-11-20 17:25:49,241][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:25:49,806][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:25:49,806][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:25:50,686][PML][INFO] - TRAINING EPOCH 567
[2023-11-20 17:26:08,277][PML][INFO] - Evaluating epoch 567
[2023-11-20 17:26:08,278][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:26:11,964][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:26:11,967][PML][INFO] - running k-nn with k=51
[2023-11-20 17:26:11,967][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:26:12,547][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:26:12,547][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:26:13,386][PML][INFO] - TRAINING EPOCH 568
[2023-11-20 17:26:30,675][PML][INFO] - Evaluating epoch 568
[2023-11-20 17:26:30,677][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:26:34,425][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:26:34,427][PML][INFO] - running k-nn with k=51
[2023-11-20 17:26:34,428][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:26:35,018][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:26:35,018][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:26:35,916][PML][INFO] - TRAINING EPOCH 569
[2023-11-20 17:26:54,081][PML][INFO] - Evaluating epoch 569
[2023-11-20 17:26:54,082][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:26:57,674][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:26:57,676][PML][INFO] - running k-nn with k=51
[2023-11-20 17:26:57,676][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:26:58,276][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:26:58,276][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:26:59,126][PML][INFO] - TRAINING EPOCH 570
[2023-11-20 17:27:17,084][PML][INFO] - Evaluating epoch 570
[2023-11-20 17:27:17,085][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:27:21,006][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:27:21,008][PML][INFO] - running k-nn with k=51
[2023-11-20 17:27:21,008][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:27:21,548][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:27:21,548][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:27:22,373][PML][INFO] - TRAINING EPOCH 571
[2023-11-20 17:27:39,969][PML][INFO] - Evaluating epoch 571
[2023-11-20 17:27:39,970][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:27:43,926][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:27:43,928][PML][INFO] - running k-nn with k=51
[2023-11-20 17:27:43,928][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:27:44,484][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:27:44,485][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:27:45,356][PML][INFO] - TRAINING EPOCH 572
[2023-11-20 17:28:03,724][PML][INFO] - Evaluating epoch 572
[2023-11-20 17:28:03,725][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:28:07,530][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:28:07,533][PML][INFO] - running k-nn with k=51
[2023-11-20 17:28:07,533][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:28:08,071][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:28:08,071][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:28:08,919][PML][INFO] - TRAINING EPOCH 573
[2023-11-20 17:28:26,232][PML][INFO] - Evaluating epoch 573
[2023-11-20 17:28:26,232][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:28:29,961][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:28:29,962][PML][INFO] - running k-nn with k=51
[2023-11-20 17:28:29,963][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:28:30,489][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:28:30,489][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:28:31,382][PML][INFO] - TRAINING EPOCH 574
[2023-11-20 17:28:49,030][PML][INFO] - Evaluating epoch 574
[2023-11-20 17:28:49,031][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:28:52,903][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:28:52,905][PML][INFO] - running k-nn with k=51
[2023-11-20 17:28:52,905][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:28:53,417][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:28:53,417][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:28:54,291][PML][INFO] - TRAINING EPOCH 575
[2023-11-20 17:29:12,483][PML][INFO] - Evaluating epoch 575
[2023-11-20 17:29:12,485][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:29:16,236][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:29:16,239][PML][INFO] - running k-nn with k=51
[2023-11-20 17:29:16,239][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:29:16,811][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:29:16,811][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:29:17,707][PML][INFO] - TRAINING EPOCH 576
[2023-11-20 17:29:36,330][PML][INFO] - Evaluating epoch 576
[2023-11-20 17:29:36,332][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:29:40,316][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:29:40,318][PML][INFO] - running k-nn with k=51
[2023-11-20 17:29:40,318][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:29:40,868][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:29:40,868][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:29:41,700][PML][INFO] - TRAINING EPOCH 577
[2023-11-20 17:29:59,816][PML][INFO] - Evaluating epoch 577
[2023-11-20 17:29:59,817][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:30:03,707][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:30:03,708][PML][INFO] - running k-nn with k=51
[2023-11-20 17:30:03,708][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:30:04,259][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:30:04,259][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:30:05,061][PML][INFO] - TRAINING EPOCH 578
[2023-11-20 17:30:22,987][PML][INFO] - Evaluating epoch 578
[2023-11-20 17:30:22,988][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:30:26,455][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:30:26,458][PML][INFO] - running k-nn with k=51
[2023-11-20 17:30:26,458][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:30:27,079][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:30:27,079][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:30:27,976][PML][INFO] - TRAINING EPOCH 579
[2023-11-20 17:30:45,554][PML][INFO] - Evaluating epoch 579
[2023-11-20 17:30:45,556][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:30:49,314][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:30:49,316][PML][INFO] - running k-nn with k=51
[2023-11-20 17:30:49,316][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:30:49,828][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:30:49,828][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:30:50,646][PML][INFO] - TRAINING EPOCH 580
[2023-11-20 17:31:08,585][PML][INFO] - Evaluating epoch 580
[2023-11-20 17:31:08,586][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:31:12,409][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:31:12,412][PML][INFO] - running k-nn with k=51
[2023-11-20 17:31:12,412][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:31:13,070][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:31:13,070][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:31:13,984][PML][INFO] - TRAINING EPOCH 581
[2023-11-20 17:31:31,970][PML][INFO] - Evaluating epoch 581
[2023-11-20 17:31:31,971][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:31:35,655][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:31:35,656][PML][INFO] - running k-nn with k=51
[2023-11-20 17:31:35,656][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:31:36,208][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:31:36,209][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:31:37,057][PML][INFO] - TRAINING EPOCH 582
[2023-11-20 17:31:55,407][PML][INFO] - Evaluating epoch 582
[2023-11-20 17:31:55,407][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:31:58,888][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:31:58,890][PML][INFO] - running k-nn with k=51
[2023-11-20 17:31:58,890][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:31:59,433][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:31:59,433][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:32:00,297][PML][INFO] - TRAINING EPOCH 583
[2023-11-20 17:32:18,055][PML][INFO] - Evaluating epoch 583
[2023-11-20 17:32:18,056][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:32:21,571][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:32:21,572][PML][INFO] - running k-nn with k=51
[2023-11-20 17:32:21,572][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:32:22,083][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:32:22,084][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:32:22,928][PML][INFO] - TRAINING EPOCH 584
[2023-11-20 17:32:40,510][PML][INFO] - Evaluating epoch 584
[2023-11-20 17:32:40,510][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:32:43,900][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:32:43,901][PML][INFO] - running k-nn with k=51
[2023-11-20 17:32:43,902][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:32:44,404][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:32:44,404][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:32:45,196][PML][INFO] - TRAINING EPOCH 585
[2023-11-20 17:33:01,997][PML][INFO] - Evaluating epoch 585
[2023-11-20 17:33:01,997][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:33:05,362][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:33:05,364][PML][INFO] - running k-nn with k=51
[2023-11-20 17:33:05,365][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:33:05,911][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:33:05,912][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:33:06,709][PML][INFO] - TRAINING EPOCH 586
[2023-11-20 17:33:23,932][PML][INFO] - Evaluating epoch 586
[2023-11-20 17:33:23,933][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:33:27,616][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:33:27,617][PML][INFO] - running k-nn with k=51
[2023-11-20 17:33:27,617][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:33:28,072][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:33:28,072][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:33:28,825][PML][INFO] - TRAINING EPOCH 587
[2023-11-20 17:33:47,094][PML][INFO] - Evaluating epoch 587
[2023-11-20 17:33:47,094][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:33:50,592][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:33:50,595][PML][INFO] - running k-nn with k=51
[2023-11-20 17:33:50,595][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:33:51,125][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:33:51,125][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:33:51,962][PML][INFO] - TRAINING EPOCH 588
[2023-11-20 17:34:10,149][PML][INFO] - Evaluating epoch 588
[2023-11-20 17:34:10,150][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:34:13,627][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:34:13,628][PML][INFO] - running k-nn with k=51
[2023-11-20 17:34:13,628][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:34:14,177][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:34:14,177][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:34:14,966][PML][INFO] - TRAINING EPOCH 589
[2023-11-20 17:34:32,933][PML][INFO] - Evaluating epoch 589
[2023-11-20 17:34:32,933][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:34:36,673][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:34:36,675][PML][INFO] - running k-nn with k=51
[2023-11-20 17:34:36,676][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:34:37,177][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:34:37,177][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:34:38,017][PML][INFO] - TRAINING EPOCH 590
[2023-11-20 17:34:56,037][PML][INFO] - Evaluating epoch 590
[2023-11-20 17:34:56,038][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:34:59,387][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
[2023-11-20 17:34:59,389][PML][INFO] - running k-nn with k=51
[2023-11-20 17:34:59,389][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:34:59,970][PML][INFO] - running k-means clustering with k=48
[2023-11-20 17:34:59,970][PML][INFO] - embedding dimensionality is 128
[2023-11-20 17:35:00,833][PML][INFO] - TRAINING EPOCH 591
[2023-11-20 17:35:18,034][PML][INFO] - Evaluating epoch 591
[2023-11-20 17:35:18,035][PML][INFO] - Getting embeddings for the val split
[2023-11-20 17:35:21,379][PML][INFO] - Computing accuracy for the val split w.r.t ['val']
